seed,x,y,r,f_spiral,f_circles,margin,router_spiral,oracle_spiral,composite_correct,region_match
42,0.04835,-0.60221,0.60415,0.98510,0.47238,-0.34111,0,0,1,1
42,0.95996,0.39245,1.03708,0.08239,0.98153,-1.10462,0,0,1,1
42,-0.13341,0.44560,0.46514,0.03130,0.10375,-1.13420,0,0,1,1
42,-0.77674,-0.48059,0.91339,0.96305,0.92230,-0.60588,0,0,1,1
42,0.97052,-0.66874,1.17861,0.97273,0.75974,-0.52850,0,0,1,1
42,0.42583,0.24750,0.49253,0.08898,0.07550,-0.75225,0,0,1,1
42,0.55219,-0.50548,0.74862,0.98317,0.69272,-0.48705,0,0,1,1
42,0.77018,0.81375,1.12043,0.04151,0.97509,-1.11195,0,0,1,1
42,0.80141,-0.58357,0.99137,0.97221,0.73547,-0.51666,0,0,1,1
42,0.75269,-0.13183,0.76414,0.97631,0.10546,0.06753,1,0,0,0
42,0.22992,0.49155,0.54267,0.03166,0.10202,-1.13082,0,0,1,1
42,0.87270,-0.51770,1.01470,0.98340,0.74318,-0.51361,0,0,1,1
42,0.58713,-0.79974,0.99212,0.98316,0.71673,-0.50005,0,0,1,1
42,-0.34845,-0.95801,1.01941,0.98590,0.86908,-0.56894,0,0,1,1
42,0.70028,0.45613,0.83573,0.04449,0.97256,-1.11231,0,0,1,1
42,0.37826,0.66914,0.76866,0.03066,0.12696,-1.15977,0,0,1,1
42,-0.92191,0.17833,0.93900,0.03252,0.52471,-1.28191,0,0,1,1
42,-0.02539,0.79614,0.79654,0.02945,0.78749,-1.16226,0,0,1,1
42,-0.12852,-0.96998,0.97846,0.98598,0.90592,-0.58687,0,0,1,1
42,-0.29424,0.95417,0.99851,0.02848,0.96916,-1.11463,0,0,1,1
42,-0.59209,-0.42476,0.72869,0.96257,0.06280,0.13988,1,0,0,0
42,-0.69723,-0.08108,0.70193,0.08133,0.43312,-1.21277,0,0,1,1
42,0.91391,0.61375,1.10087,0.04326,0.97402,-1.11206,0,0,1,1
42,0.07240,0.90825,0.91113,0.03086,0.81133,-1.15588,0,0,1,1
